	zscore	H_statistic	H_pvalue	S4S3_pvalue	S0S2_pvalue	S0S1_pvalue	S3S5_pvalue
Gstm5	1.6911078691482544	481.0016626067753	6.247834531909978e-104	4.244133182290039e-99	1.081393957066268e-61	1.0	8.50158039152772e-59
Laptm5	-1.6533581018447876	476.3793008910037	6.271543970152037e-103	2.2835645817678494e-95	9.236994092234393e-32	1.0	8.517881910334159e-79
Napsa	-1.6497516632080078	470.9392028061367	9.466582125619208e-102	6.073311221042343e-78	1.5759773034389436e-84	1.0	2.3875816009052384e-52
Cd93	-1.5332087278366089	459.7683294842495	2.4930264988243922e-99	3.463037027840234e-56	8.687823936433415e-90	1.0	2.6330834136716845e-57
Smim1	1.7292120456695557	458.9110869808404	3.823589331641385e-99	1.0598710525752481e-105	7.448344157572837e-47	1.0	1.7965609037848613e-45
Plppr3	-1.5282697677612305	453.0337276094682	7.176898479692021e-98	8.941438730232158e-61	4.257377991903416e-95	1.0	1.2988445216567888e-41
Unc93b1	-1.5929856300354004	450.68294093284135	2.3188833553083986e-97	5.031095708112707e-69	2.3089670654107652e-82	1.0	7.620297903277108e-51
Csf3r	-1.620850920677185	448.926986594487	5.568466152146013e-97	5.615146962956403e-77	1.724555725996443e-75	1.0	4.635768846143573e-50
1700006J14Rik	1.7289408445358276	444.6095609719963	4.799141111834326e-96	2.7750674933644733e-99	6.99513302211568e-45	1.0	1.0793669303020657e-47
Gm8995	-1.6862646341323853	442.3937357981464	1.4495853398817194e-95	2.3379782857745054e-85	7.959100036531475e-63	1.0	5.192846802947343e-50
Ermap	1.7262369394302368	433.5078074297005	1.2201481899265565e-93	1.97775694644088e-95	1.362699097305261e-43	1.0	2.6629122914993056e-47
Stx2	1.7285457849502563	432.5945576726236	1.9242717737003052e-93	1.022829067042962e-97	1.0641794475937206e-45	1.0	5.961753103855006e-41
Tfr2	1.521018147468567	426.71519426145164	3.614067148194691e-92	4.4297069999727026e-60	3.458625443396385e-59	1.0	2.3027491259133253e-69
Necap2	1.5218520164489746	422.8432657445117	2.4934732983065915e-91	9.858768669907028e-103	5.294828464204094e-19	1.0	8.428203601496852e-39
Cenpa	1.5634055137634277	417.7994074032361	3.086534650453123e-90	6.774393906879978e-102	3.3002905282929386e-18	1.0	6.806786401076015e-37
St8sia4	-1.5061622858047485	416.9166902808061	4.793951771711302e-90	2.5260859897341266e-50	8.360897808896574e-75	1.0	1.8510121869851883e-55
Casp3	1.7214356660842896	402.3258912928208	6.93980485366856e-87	1.4150711358305167e-86	2.2120505980292837e-42	1.0	1.3816623486975572e-41
Gypa	1.7227354049682617	400.14450982773974	2.05993495070833e-86	3.1171614385713805e-87	2.964757722137951e-34	1.0	3.436366829049769e-45
Urod	1.7274036407470703	398.8914275313283	3.848390856359785e-86	4.504545752015663e-83	1.5408309325428973e-51	1.0	1.077369067985395e-35
Ebi3	-1.5155454874038696	398.2111849918347	5.402853434121462e-86	3.92816145813704e-101	8.883149578399846e-16	1.0	7.273920475355613e-22
Hemgn	1.7036519050598145	395.0625392166981	2.597931851423235e-85	2.222929717574382e-75	3.6616059022062114e-52	1.0	5.012731225667822e-44
Slc25a21	1.7247531414031982	390.3834925463672	2.679758782470563e-84	5.351612105600857e-76	2.384856080473829e-47	1.0	4.6516394922414374e-45
Fam132a	1.6747281551361084	388.28506061951884	7.631325722846398e-84	1.6930293190680082e-72	6.556890876992395e-44	1.0	4.1276452202319284e-51
Tnfaip8	-1.7269326448440552	386.34846680303275	2.004683492670182e-83	4.513478001505253e-88	1.1607923758557783e-30	1.0	3.2284593140086157e-37
Alad	1.6420449018478394	385.96937979656724	2.4218733974690647e-83	1.4655549694569394e-84	1.1827681263411957e-31	1.0	2.8545274766131888e-42
Il1rl1	1.728300929069519	385.27229150745495	3.428717607627749e-83	8.884838623818358e-78	3.0445784642538155e-48	1.0	1.8412746858131653e-38
Golm1	1.6823296546936035	374.81373386940817	6.312969938524787e-81	1.7696015128140892e-89	2.1157134283703383e-23	1.0	2.1247364511565413e-30
Slc11a2	1.6705491542816162	369.9076101973461	7.290193758172544e-80	6.243342892867673e-80	3.91998767441458e-27	1.0	1.954484597956385e-42
Sptbn1	-1.640188455581665	369.62245537464696	8.404136417208955e-80	8.855623622996765e-62	6.007993997801957e-60	1.0	1.3006846728555241e-36
Bin2	-1.6448720693588257	362.39564678665175	3.08681208896475e-78	2.8819100586313665e-85	8.846483954253848e-10	1.0	1.9737283929728086e-31
Elmo1	-1.7050585746765137	362.0535632898832	3.6609072826143916e-78	7.623978057795184e-77	7.592011199803807e-47	1.0	1.5424530161792451e-24
Pklr	1.727184772491455	361.5854179006441	4.623446012000528e-78	4.994431198662038e-79	3.7096822898703614e-29	1.0	8.106202945203453e-38
Gm1966	-1.52748703956604	359.79151988719315	1.1309196283950468e-77	1.1554779912526422e-50	3.051410207543219e-54	1.0	1.0626491317696312e-48
Fam107b	-1.6418217420578003	359.7097440903363	1.1779857649111796e-77	4.138496443398505e-55	6.878680757315419e-63	1.0	2.730496218393147e-34
Acss1	1.6957807540893555	359.61499902555056	1.2349710715132346e-77	1.1576868187813728e-84	2.4084692634644505e-28	1.0	2.399589826598519e-26
Mt2	1.7200841903686523	356.97628958041565	4.603147594597425e-77	7.77606690139945e-73	6.998769228769748e-33	1.0	6.503135196937384e-42
Rassf2	-1.6793489456176758	354.83616960255904	1.338066139941953e-76	6.635710521039463e-67	2.0723856010998483e-43	1.0	5.7390396474480006e-40
Mndal	-1.5416227579116821	354.58748080285574	1.5147057592920085e-76	8.079843626573397e-75	8.50159631601267e-14	1.0	2.7261560857465825e-45
Cpox	1.6467875242233276	354.32318502816145	1.728058209022696e-76	6.1269655509070775e-77	8.031639929937415e-22	1.0	1.4723074014979559e-40
Rcsd1	-1.6623399257659912	352.44359383986017	4.411211844792629e-76	2.4889850489635003e-62	2.797226134672442e-45	1.0	1.9456062774041325e-42
Tes	-1.6202040910720825	351.9536174960623	5.631894792470534e-76	2.5576885348994782e-62	4.739044725157722e-38	1.0	2.5310085998735586e-48
Runx2	-1.522874355316162	350.66374534401945	1.0714056438909086e-75	9.306061042340354e-64	1.6356308318246861e-29	1.0	8.448869055175838e-52
Acsl5	1.6242672204971313	348.33267802045145	3.425300367860404e-75	1.9391587094549446e-79	4.307057728960257e-28	1.0	2.812688563832996e-29
Prss50	1.7273318767547607	347.3505166130634	5.589367451001849e-75	4.238001604761415e-74	1.5864590710296375e-31	1.0	1.66649715251072e-35
Rhd	1.7225513458251953	342.4694686679261	6.371084689430146e-74	6.931135583308476e-71	4.901464060995921e-31	1.0	6.7749525989846e-38
Minpp1	1.6610511541366577	341.8242031721871	8.788683975996904e-74	7.52652539637615e-71	1.4360765859230458e-29	1.0	1.361862583793447e-38
Cyth3	1.6931015253067017	340.32051048819875	1.8599222414975988e-73	1.183732440072176e-59	5.8543353375928e-44	1.0	2.4954244779581343e-40
Ctse	1.7060704231262207	339.7248591984794	2.5029988015000293e-73	1.8148960267009891e-63	1.094694590652619e-52	1.0	6.2218519041136686e-24
Plcg2	-1.6604453325271606	338.16127736378866	5.457481300325647e-73	1.0899746688729222e-64	8.96140157944613e-32	1.0	2.582006617142395e-43
Cd55	1.650030493736267	338.1083929337883	5.603278407168047e-73	9.041343024387426e-52	2.68484633661186e-50	1.0	4.4789564354699696e-41
Sppl2b	1.5211389064788818	337.2912837955701	8.420790532378401e-73	1.4876331707439214e-76	2.2886364300715612e-12	1.0	2.4484394160596594e-33
Snca	1.7296360731124878	334.3130478066488	3.716670545581144e-72	5.189869977342456e-72	5.5262547616581135e-37	1.0	1.637564689729519e-25
St3gal5	1.7157082557678223	334.21793167803406	3.897147536410156e-72	1.2676601830778132e-67	3.454945744759948e-29	1.0	3.033693055666959e-39
Tspan33	1.712809443473816	332.52135454327663	9.079362567368532e-72	1.3186617049284031e-65	8.190334414999203e-35	1.0	6.69148930228273e-37
Hdac7	1.6464546918869019	331.9368329703459	1.2150743077134252e-71	3.605300239635215e-76	1.1157157359230207e-35	1.0	1.6256213531115456e-12
Smim5	1.694506049156189	331.6597022613043	1.3950851649989262e-71	2.9358747070053367e-68	4.9815124152478866e-45	1.0	6.390934789180648e-20
Arhgef6	-1.7004711627960205	331.2761863655201	1.6890029079823925e-71	4.673764776072926e-78	2.827001646712093e-23	1.0	2.827001646712093e-23
Cited4	1.7138371467590332	328.56152739241253	6.536346749680815e-71	1.444080712106372e-69	5.0360696398429574e-26	1.0	2.0788156604839566e-35
Slc38a5	1.722228765487671	327.52776850480456	1.094290972672527e-70	8.07838359359157e-67	1.599622789925609e-32	1.0	2.8100512449331165e-34
Slc40a1	1.7181050777435303	323.55057235720193	7.945718244597176e-70	8.690350460527273e-70	4.779449958570907e-25	1.0	7.662971744989828e-33
Slc41a3	1.7155766487121582	322.96460745776653	1.0641004209649546e-69	1.3431014211526832e-62	7.839026453377917e-33	1.0	2.19874006063758e-37
Nfia	1.526014804840088	319.69669572980814	5.425076379871412e-69	4.525276495347108e-28	3.134809897888345e-67	1.0	4.740522178275574e-28
Asph	1.7179608345031738	318.8930882116336	8.097741023138493e-69	1.2178264359750052e-61	6.069890211118395e-43	1.0	3.178731672077193e-26
Sphk1	1.7193771600723267	315.9279854296602	3.549865758030165e-68	2.0859853037372196e-65	7.132437378681896e-29	1.0	1.0600261792453975e-32
Tango2	1.7137867212295532	315.6314690144584	4.115257641923781e-68	3.5364894931596167e-67	1.7860566450778506e-28	1.0	4.678570769616587e-30
Col5a1	1.7274237871170044	311.7946706041172	2.7855322221080882e-67	8.977480222664881e-66	2.1822499053300556e-27	1.0	6.618413665880257e-31
Arhgdib	-1.6666579246520996	311.33894949304045	3.49583697874637e-67	1.061260661131142e-37	4.6356725348599824e-45	1.0	3.3605428873959257e-45
Rgs2	-1.5238535404205322	307.98193742192524	1.8628506428017848e-66	1.2884262469225174e-39	5.170639684490306e-41	1.0	3.4073269568338153e-46
Ptprc	-1.6071919202804565	307.66374059611655	2.1829841267733153e-66	1.3312892702517564e-58	1.5632506228658252e-18	1.0	3.514947421374865e-43
Il15	-1.6068376302719116	306.89455396472704	3.2028549385810685e-66	5.003666842539325e-74	1.2667307977092406e-22	1.0	2.8831215907230763e-11
Trib2	1.6691381931304932	303.88068415994263	1.438340264490146e-65	3.5914438064261187e-47	4.1900097738584137e-50	1.0	8.933839278628026e-28
Prdx6	1.6851633787155151	302.40230705886614	3.0049348998347587e-65	7.197071496933873e-59	2.358131181559796e-32	1.0	6.958308253213891e-32
Spire1	1.699788212776184	301.3845490226547	4.990121974526255e-65	6.944461536399834e-58	1.4653825075073267e-28	1.0	1.1210835286561865e-35
Ube2c	1.5049952268600464	301.154113361306	5.597377903496805e-65	7.6880293331194e-68	5.427243035548359e-08	1.0	2.4842271063380746e-27
Rhag	1.714398741722107	300.1290372186398	9.329139129626962e-65	3.5444719469171123e-60	7.739589171220418e-23	1.0	9.315222554852095e-36
Irf1	-1.6969027519226074	299.1291364325854	1.535491466434302e-64	5.140496254652872e-66	3.2868481579571593e-23	1.0	5.319141047344392e-26
Cldn13	1.7226805686950684	297.4808845904144	3.491153024004944e-64	7.458492793420011e-63	7.258720150606322e-24	1.0	6.52076785881752e-30
Mylk3	1.720323085784912	296.6426611133279	5.301248429983682e-64	5.129499796687099e-66	1.0988850098088604e-18	1.0	3.7261961667656294e-27
Cela1	1.7246675491333008	292.98800948093435	3.2756830513177377e-63	2.1279148623449618e-57	1.1737932338205817e-31	1.0	1.8821676947249013e-29
Lyrm4	1.614043116569519	289.53265730991495	1.8325820531270403e-62	2.9235043282538492e-62	8.60717415168408e-21	1.0	2.266210210041925e-28
Ttll12	1.6651487350463867	288.91613622454923	2.49160716388859e-62	2.5804736037317216e-64	8.224138629744407e-18	1.0	4.351097124103975e-26
Pcp4l1	-1.679216742515564	282.8045338106181	5.235842892098503e-61	3.91887744783957e-65	3.929979109811206e-18	1.0	1.66501105282318e-20
Atp7b	1.7278333902359009	279.52993504013523	2.676365812021316e-60	4.557981576454857e-59	2.264102746052054e-25	1.0	8.996536453496423e-25
Add2	1.7241640090942383	278.744313876971	3.9585316421313806e-60	1.979718319553218e-55	4.918045491351078e-25	1.0	3.871783215116716e-30
Vkorc1l1	1.5556820631027222	276.1260400257329	1.4589834105691621e-59	2.938418053239755e-60	1.7648932178412354e-09	1.0	1.1465952072009402e-27
Slc43a1	1.6391581296920776	275.92767440406556	1.6105342600857548e-59	2.3132535742566925e-57	5.039711779151292e-19	1.0	1.040406054297843e-29
Pla2g12a	1.5742729902267456	271.32665217776787	1.5938382665761164e-58	4.875769809876437e-55	3.6572293411680707e-13	1.0	6.596869833108252e-33
Lmna	1.7260196208953857	267.90015309042457	8.785360225721076e-58	1.6853024508502475e-51	2.9318070253323254e-33	1.0	2.7893240600533077e-22
Gm2a	-1.6056157350540161	267.6451555669782	9.975308191462699e-58	8.165584177477787e-29	2.612287508457868e-50	1.0	7.846804520865743e-26
Ahctf1	1.518660306930542	267.0415933764624	1.3474156134783694e-57	3.420722973741689e-58	2.5296126931421968e-14	1.0	7.660217465095482e-26
Asns	1.6516218185424805	265.9810152148161	2.285311865087835e-57	3.8926146032797e-51	1.3450153525842392e-19	1.0	4.3246839350627717e-33
Gdf3	1.6162406206130981	265.6504062885376	2.694438173171159e-57	3.6308189390602323e-50	4.020765509298286e-18	1.0	7.265766228891896e-35
Aldh18a1	1.5038721561431885	264.20467422054537	5.536417142659763e-57	3.0522542700960545e-58	6.443480109514133e-11	1.0	6.083596407346864e-25
Gpr65	-1.6314808130264282	263.435990950936	8.119294691495359e-57	2.0805055798846112e-39	4.736345972057478e-44	1.0	2.2835233840041795e-22
Myo1d	1.7141247987747192	262.827827466019	1.0992113840052603e-56	6.327969477926988e-50	1.9510754518951695e-27	1.0	1.0799625893133146e-27
Narf	1.7276408672332764	260.41164523877137	3.6623361882135757e-56	4.4237880905572726e-55	6.272495560847367e-26	1.0	1.3612488081975275e-19
Fchsd2	-1.630616545677185	260.41124657902253	3.6630634914136695e-56	8.68218657947515e-59	5.806487615334419e-15	1.0	7.641210866236873e-21
Gp5	1.7138621807098389	259.9330620060682	4.648200288993188e-56	8.05680088262331e-46	3.1238963544672674e-35	1.0	9.323537036022364e-24
Hars	1.502895474433899	258.2824985922295	1.0576145293987577e-55	3.253598137673017e-54	5.707010298958936e-15	1.0	2.029600441390871e-27
Aqp9	1.6261924505233765	257.07841990248124	1.9265615151077758e-55	4.000882303328189e-40	1.875317323520858e-42	1.0	3.972749442893978e-20
P2ry1	1.711804747581482	251.31294756266814	3.402923759507467e-54	1.880550118889911e-54	1.3050105480100735e-16	1.0	1.0068109752817045e-22
Myh10	1.7160512208938599	249.74090169800792	7.445018767416668e-54	1.336401706370966e-45	1.68452381342466e-27	1.0	8.086925050071552e-27
Nxpe2	1.7225630283355713	245.61114571320334	5.821554987906984e-53	1.078434868247503e-44	1.7957451493851924e-26	1.0	7.280208093138082e-27
Lpin2	1.6506152153015137	244.9953118786482	7.910881239480054e-53	1.084573961915135e-52	2.042179967177256e-27	1.0	2.06078415436573e-10
Nek2	1.5444563627243042	244.9050704807019	8.274488984046735e-53	3.9267622090691036e-53	4.011476150415354e-06	1.0	7.942455930601434e-23
Cnr2	1.694264531135559	244.82908128750475	8.593600940965137e-53	3.2445926136827185e-52	5.7126116909983635e-15	1.0	8.591836384522557e-24
Tspan14	-1.6291935443878174	243.96510318843755	1.3213692695080486e-52	4.031464157187276e-58	3.644957904396983e-09	1.0	1.0641682384362379e-12
2210016F16Rik	1.6315847635269165	243.17688044650384	1.95653482818499e-52	1.1577525627557545e-49	9.495474952965682e-17	1.0	5.631196531409601e-26
Anxa1	-1.5346318483352661	242.82913540853463	2.326436701309918e-52	6.769196738689813e-38	5.89216709841268e-43	1.0	5.627248701289336e-13
Tspan3	-1.6376516819000244	241.17941495797305	5.289995361232989e-52	7.552363160203434e-58	6.841155669900368e-11	1.0	6.841155669900368e-11
Nudt9	1.617118000984192	238.85948074341928	1.6793491666026815e-51	4.4432343462166624e-52	1.0577827545265824e-14	1.0	5.165591326664614e-21
Gpsm2	1.7052409648895264	238.30838277500266	2.2095965184418573e-51	3.0640191237520577e-49	1.2907402797260573e-15	1.0	8.0378648723517865e-25
Wls	-1.5032250881195068	237.98427045766087	2.5965697341203574e-51	5.07844134196221e-47	5.862849956584967e-33	1.0	2.571865461647268e-07
Fam234b	1.7153735160827637	235.9408705629718	7.182269715719318e-51	1.0504232164136142e-45	3.8043026343647554e-28	1.0	1.207214872798252e-18
Ccne1	1.5894532203674316	235.7965213954366	7.717470081784436e-51	3.472186149009989e-48	1.1344168820077918e-11	1.0	1.3096386447441913e-26
Gng2	-1.6651098728179932	235.19129818109357	1.0431436380259411e-50	4.771621268670201e-39	5.2980377063806504e-30	1.0	2.2661642886865324e-25
Atp5a1	1.5054516792297363	234.07380504001492	1.8196135151809484e-50	2.7601031359503864e-51	3.3786756458524187e-10	1.0	2.846810230620543e-21
Hpn	1.7167352437973022	233.74645836312143	2.141708002405798e-50	5.659467662181923e-47	3.6912838826387954e-16	1.0	1.2367308927372845e-25
Plcb2	-1.7180758714675903	232.26362422381234	4.481087177042279e-50	1.6260888847045243e-50	9.076568852003548e-18	1.0	3.1160804759672984e-18
Ell2	1.7045397758483887	231.1104425653178	7.956498865253989e-50	2.2374970509485786e-38	5.598669837798455e-27	1.0	3.819662442583774e-27
Scrn3	1.704770803451538	230.81027426387328	9.238956456256296e-50	1.9652942369101014e-43	2.3941401915935562e-17	1.0	2.673498951432961e-28
Leprot	1.5835250616073608	230.77512910776215	9.402033832163565e-50	3.8103830698615e-51	2.3790162930417203e-14	1.0	2.2617392431235493e-18
Aplp2	1.571663737297058	229.43359835588478	1.8334808608665964e-49	3.353170497503666e-29	6.419662812520455e-33	1.0	3.1202261089658654e-29
Crip2	1.7239586114883423	229.36412574595775	1.8980033304591734e-49	1.672604267956808e-44	4.538867587777969e-18	1.0	7.128954900646526e-26
Slc25a38	1.5568631887435913	228.53509957560743	2.8677296421494944e-49	4.024261164121974e-50	1.676058651986517e-08	1.0	1.5767686345358882e-20
Cyth4	-1.5315327644348145	221.89013803203207	7.83649717323498e-48	5.198224369852678e-39	1.9053410306678623e-18	1.0	4.741295875453533e-29
Fam126a	1.7040159702301025	221.4449889627966	9.780311431604954e-48	2.1668362168083535e-33	2.294029385415252e-34	1.0	3.6819322315709634e-20
Cct3	1.5277680158615112	221.102426913951	1.1598609107391185e-47	4.350528646673892e-49	2.3683585501899344e-15	1.0	4.880299727090737e-16
Cnn2	-1.7005226612091064	220.73820147291678	1.3904060689090022e-47	1.7498984831491516e-43	7.071628088330113e-25	1.0	3.2698900502630776e-17
Prdx2	1.717286229133606	220.51430771032264	1.5543226484743012e-47	2.4620313968742328e-48	2.4582124793766104e-18	1.0	9.043382514744364e-15
Plk1	1.5744556188583374	220.47086913327973	1.5882956474816792e-47	4.650209620748999e-43	1.9724736936596297e-10	1.0	3.788808597844957e-27
Nt5c3	1.5660996437072754	220.2734430503459	1.7523024975514174e-47	7.02416556032907e-31	3.532581171940256e-30	1.0	6.722296921475076e-27
Aldh1a7	1.7233052253723145	219.29293512973683	2.854720654506013e-47	2.774369817218555e-40	5.1280799484385316e-23	1.0	5.1280799484385316e-23
Fech	1.5339101552963257	219.19569553681072	2.996287509412987e-47	3.957434435956173e-39	1.4184876131940914e-12	1.0	9.578679067942414e-31
Aldh1a1	1.653152346611023	218.3221039336038	4.628306961687261e-47	2.614908931059301e-34	2.798226702345635e-22	1.0	7.797561545168688e-30
Rgs19	-1.5991443395614624	217.3520076920823	7.500973130902167e-47	1.5621323609516975e-30	5.6687441267449205e-27	1.0	4.9396599046060565e-29
Ubac1	1.5027624368667603	216.50771497359813	1.1418682318189336e-46	6.102258497160473e-47	2.507489838639892e-07	1.0	7.165626099684623e-20
Tmem56	1.7140402793884277	216.0887335568213	1.4066299476719828e-46	6.169137419100577e-44	2.2062627838232547e-11	1.0	7.597649778221613e-24
Rfesd	1.7231389284133911	215.35293891283644	2.02871831000669e-46	1.2860259300435213e-43	2.8788203125516744e-20	1.0	1.0768955811850703e-18
Ablim1	-1.6228865385055542	215.05766354712168	2.3498750550513762e-46	1.2117079074826563e-44	1.1158384914361982e-14	1.0	6.09930249158353e-21
B3galnt2	1.6392030715942383	214.41829433924391	3.2302893577121203e-46	7.442423885948346e-42	4.1194779813909825e-16	1.0	8.18492223294241e-24
Coro7	-1.5378600358963013	213.55238357237485	4.970510019606492e-46	7.638537267704316e-32	1.288076739568704e-17	1.0	2.13908273862924e-33
Lrrc8c	1.5716882944107056	213.28680342790506	5.672875177540482e-46	5.1559636463619124e-49	5.247486423154786e-17	1.0	2.737292467431526e-07
Tmem64	1.7218501567840576	213.22592022559613	5.8473949251138515e-46	1.239067413479119e-42	2.6841513955685297e-19	1.0	6.254932498526784e-20
Reep6	1.7200449705123901	211.13020341878084	1.6592685078211012e-45	1.681320095388123e-44	1.6926607848876653e-17	1.0	2.795469716373171e-17
Phactr2	-1.6095612049102783	209.03475134138966	4.7075257293053456e-45	4.816736584303497e-46	2.0830111673007023e-09	1.0	1.224072987543602e-17
Hba-a1	1.72294282913208	208.9862193058987	4.822601248855482e-45	3.877527618616303e-42	2.11323769369677e-15	1.0	2.379814936671798e-21
Prkab1	1.6818474531173706	206.87209661852256	1.3809257662477128e-44	5.568821045035545e-41	6.077383750811741e-19	1.0	1.639494820960001e-19
Alcam	-1.653262734413147	204.78251654871474	3.906011120482715e-44	2.7202541402839036e-45	4.938793316852688e-12	1.0	7.165719346776414e-16
Sh2d4a	1.730900764465332	204.54167043995542	4.403312073764688e-44	1.556224720372964e-41	4.611381129103556e-17	1.0	5.527508302902662e-19
Atp8a1	1.719404935836792	204.22191393258998	5.16270438167131e-44	4.504308252814207e-37	2.5542063728499722e-26	1.0	2.0704901067444293e-16
Psen2	1.5879755020141602	203.3746777749429	7.869701346200152e-44	9.836540288762608e-42	5.130853906915258e-12	1.0	4.695547107674366e-21
Orc5	1.6885467767715454	202.42563329405763	1.2619287156399187e-43	4.472588032025447e-37	3.265722649493316e-18	1.0	2.878016074786966e-23
Hspa8	1.6387829780578613	202.04942120029312	1.5216971595312124e-43	1.712854189097504e-45	1.31272876528851e-09	1.0	7.723284227301074e-15
Fpgs	1.5289500951766968	201.95250601437942	1.596871351928542e-43	9.042313925620923e-40	4.942974308741178e-10	1.0	8.353525347793586e-24
Smim13	1.647788405418396	201.74260029872912	1.772665389561776e-43	1.5732870285748376e-43	2.338908044399246e-12	1.0	2.8716389882078266e-17
Picalm	1.6819226741790771	201.6174686121078	1.8865371170355274e-43	7.18264267146631e-44	7.26148971917771e-14	1.0	9.767105543338617e-16
Ap1b1	1.6974998712539673	201.53795851992086	1.9626639138969934e-43	6.250412093850899e-44	5.95886896261282e-17	1.0	4.852147048293013e-13
Ddias	1.6854783296585083	201.17862219074408	2.346881221516356e-43	4.142355545777309e-43	5.990969223751954e-13	1.0	2.1476266949576272e-17
Cers5	-1.5023976564407349	197.3967103268007	1.5404323385381108e-42	4.9941750178506426e-42	1.1515454151638728e-21	1.0	4.6075919938164276e-05
Afap1l1	-1.5567359924316406	196.9243416242842	1.94850324015964e-42	1.4597033072095756e-45	1.221192783788346e-07	1.0	7.712907953304218e-12
Cul4a	1.5134302377700806	196.57148346746828	2.322403962130701e-42	4.5225541039164865e-40	1.0198314256058655e-10	1.0	7.015948783781654e-21
Appl2	-1.6803309917449951	196.2439348924204	2.73341472506387e-42	1.2599970215722278e-43	1.971337963464636e-14	1.0	1.4455114080704852e-12
Tspan8	1.6973092555999756	195.76996340616225	3.4602487146355005e-42	1.5371112833844625e-26	4.090565475592514e-36	1.0	1.0111398352940164e-11
Plxnc1	1.5342435836791992	195.4552753843005	4.046645293993285e-42	6.94952780804535e-19	2.637104594975775e-33	1.0	3.145909228001432e-22
Sept6	-1.6513149738311768	194.36430076129787	6.962963258833006e-42	1.9131806627983837e-41	4.1362963557403845e-10	1.0	5.775611185261504e-18
Ptdss2	1.5723954439163208	193.80587040789922	9.192576838640707e-42	2.6028423736662473e-38	1.89466946103036e-08	1.0	1.1482323200783393e-22
Ccnf	1.5672471523284912	193.2728323747386	1.1983758134673865e-41	5.258311838358144e-41	8.346783977728239e-09	1.0	1.813016659406065e-18
Stard10	1.6767709255218506	193.13128674337813	1.2857952343003692e-41	2.973359902906312e-31	1.133114088084833e-27	1.0	5.2937716885116834e-17
Hebp1	1.7030338048934937	191.37053843812197	3.08705981537248e-41	7.853440213724544e-32	3.2945045111041086e-20	1.0	4.1444552490465414e-23
Selenbp1	1.647984266281128	189.3972822294546	8.237677724816548e-41	1.7946291141379142e-26	5.3415142963250286e-30	1.0	9.944930288731915e-18
Pigq	1.6206343173980713	189.32938926035303	8.520606782082204e-41	8.465831735294717e-38	1.471814416788047e-12	1.0	4.083409557416837e-20
Ampd3	1.7158979177474976	189.32037815743806	8.558881860356161e-41	1.4340954406155847e-34	5.359735858982866e-17	1.0	1.4047491515520822e-21
Paqr9	1.7313542366027832	188.62127435885841	1.2117988020844045e-40	4.4407646174226826e-39	3.338087492505485e-19	1.0	2.5322067032290355e-12
Atp2a3	-1.705767273902893	188.28740683866982	1.4306989176520905e-40	4.044128760829339e-40	2.3315846514156402e-18	1.0	8.46877371403786e-11
Csrp3	1.7261488437652588	187.9876502727426	1.6607230101546747e-40	4.618193107414411e-42	4.122976907128185e-11	1.0	4.730463769147395e-13
Kif2c	1.5103771686553955	187.75449828262822	1.8649141927382165e-40	8.967029143639679e-40	0.0002976007220567138	1.0	4.903712870300528e-17
Clic4	1.6926186084747314	185.94125056670978	4.595317190597635e-40	3.6870343400047525e-38	8.126638155962526e-15	1.0	1.2723155766105958e-16
Mapk9	1.7192695140838623	185.5125283968225	5.6874211828138235e-40	6.851381793960214e-35	2.6352816414092653e-19	1.0	1.4408018219994352e-17
Mctp1	-1.5729782581329346	185.08671803657876	7.028865640384994e-40	5.127536716345952e-37	1.3169588480482243e-23	1.0	1.1862371917988347e-05
Stxbp1	1.661976933479309	184.89235215213466	7.742220416004586e-40	3.962814685369948e-27	1.9136369479282008e-28	1.0	6.966440207312736e-17
Myo1g	-1.5841697454452515	184.1144926638914	1.1399081352604956e-39	2.762038305464935e-28	1.270014436264418e-29	1.0	1.9658067479861781e-13
Abhd16a	1.6082624197006226	183.63954949839598	1.4436023355600388e-39	1.6789513607100065e-34	1.37008891767021e-16	1.0	1.7041465686082697e-19
Esr1	-1.5625648498535156	183.61173369846125	1.4637104016462814e-39	6.704041321508912e-34	1.0572353941970892e-16	1.0	3.590522182179777e-20
Sptb	1.7273037433624268	182.86084882091774	2.126314230803352e-39	4.502942923145253e-36	5.18845977320036e-16	1.0	2.091282352170873e-17
Mgll	1.7232438325881958	181.77629300815101	3.646346587593088e-39	2.3526709668496735e-34	8.480556128006625e-17	1.0	1.076383925009992e-18
Tlk1	1.6626462936401367	179.40577035072423	1.1851983540262688e-38	2.4948876583521917e-37	5.3969638623742155e-12	1.0	1.5223012238359444e-16
Carhsp1	1.7261271476745605	179.2362365941175	1.2894419166781e-38	1.7534288860346105e-34	1.8320388589468768e-17	1.0	8.36014404847455e-17
Psmd9	1.5951133966445923	178.16707850802982	2.194227408147977e-38	4.28727063672838e-39	9.831903768975564e-11	1.0	1.5283289477722687e-13
Tnfrsf13b	-1.6758018732070923	177.79908301722628	2.634795009344949e-38	1.358949255459808e-34	1.7142490191375844e-14	1.0	2.7980152114241713e-18
Stat3	-1.6377589702606201	177.68673121406908	2.786172336401276e-38	6.824451208414271e-35	1.1647573321271258e-10	1.0	6.183588582519326e-20
Gna14	1.714708685874939	177.62095301672093	2.878803480563605e-38	1.0986616404088961e-36	5.427671087551521e-12	1.0	1.0605808253779832e-16
