	zscore	H_statistic	H_pvalue	S4S3_pvalue	S0S2_pvalue	S0S1_pvalue	S3S5_pvalue
Uros	1.5192172527313232	165.51581133028185	1.1821117954914395e-35	1.420102383401248e-32	2.5026769675187683e-05	1.0	5.65277720353148e-19
Hagh	1.5221521854400635	165.41273382567638	1.2442506574888205e-35	4.4553887469561355e-33	8.563530926881187e-09	1.0	6.171930812148128e-18
Acss2	1.5936259031295776	165.27111918136137	1.3349817615654774e-35	3.758093996118529e-19	1.028123147125583e-29	1.0	5.241373355737897e-14
Gnb4	1.643469214439392	165.21652355929044	1.3717018674745645e-35	3.5331040641657224e-20	3.616659108726159e-26	1.0	1.1580462703200622e-17
Lhfpl2	1.6529738903045654	164.9406304240671	1.5732964665037695e-35	1.5519618282831113e-32	1.5799402247504883e-11	1.0	2.6899133730142003e-17
Mfge8	-1.529820203781128	164.2879215322743	2.1761747651929306e-35	1.3425711219811215e-36	2.5278433919974507e-05	1.0	5.522108478290714e-12
Tspoap1	1.7282603979110718	164.26717671124538	2.1987272420944882e-35	2.6511572803702655e-35	1.0	1.6731428211242788e-31	2.3480654974011013e-22
App	1.6092394590377808	164.22788779264815	2.2420821236376725e-35	1.9268467327326547e-15	1.0	4.385118522198534e-36	8.760092458473984e-17
Tbxa2r	1.6059410572052002	163.70802298945506	2.9030766313956455e-35	1.1306811159626806e-09	4.336249219581976e-21	1.14338611743363e-27	1.0
Abcg4	1.729849100112915	163.08198497204472	3.96258820259851e-35	1.5094062943394674e-31	3.553620576389315e-16	1.0	1.8725272036589043e-14
Itm2a	1.6176433563232422	162.60924713345634	5.01198644424478e-35	1.0	9.422004949490233e-23	2.7253848481682517e-30	8.36992323975322e-06
Cers4	1.5001014471054077	160.9889822508311	1.1212379505403507e-34	1.0	3.0628918810172677e-18	3.909217210964264e-33	0.001082349983861401
Nsd2	1.5510752201080322	160.7170601128654	1.2834599601619504e-34	6.218044186621927e-31	1.0	5.1283983499895803e-14	5.173025133043837e-25
Sun1	1.6857763528823853	160.21059469888877	1.6507560789640682e-34	1.5115971350074371e-28	8.370988556391041e-16	1.0	1.6438129602393673e-17
Arid5a	-1.534041404724121	159.27220332140757	2.6314314481385908e-34	1.0190679196713798e-21	8.970709605479253e-28	1.0	2.8440757991046515e-11
Map4k2	-1.5140032768249512	158.496537546892	3.868821905032814e-34	8.702527852850351e-35	6.782431469215327e-05	1.0	2.2586520985310527e-12
Cct4	1.6758663654327393	158.19801890482125	4.487422316995302e-34	1.4331991024283393e-31	4.472515636826309e-14	1.0	6.681139372110756e-14
Ssx2ip	1.6532647609710693	158.12341678350322	4.656884153082969e-34	4.447973767221467e-32	6.88097870978262e-10	1.0	8.285147692041559e-16
Hid1	1.724853277206421	157.69433132901713	5.763515134832112e-34	1.0	1.59989016826972e-13	1.3816836766370685e-34	2.3089969967188184e-07
Maged2	1.5413919687271118	157.60877095038185	6.013817654577137e-34	1.0	8.096128435105827e-14	7.080618047885947e-35	0.00029293827195733693
Aspm	1.716996669769287	157.54996555749258	6.192124204432757e-34	3.666253271224057e-29	9.116943598112284e-17	1.0	1.0667696438374814e-14
Usp15	1.5452324151992798	157.07266895166552	7.849331595712974e-34	7.6540580314325974e-34	1.1171107440355172e-08	1.0	4.887350883831975e-13
Fgd2	-1.5432405471801758	157.00446806677996	8.119872001893377e-34	7.358243342886681e-25	6.789938690325817e-17	1.0	1.9242377852723104e-19
Stx11	1.6732977628707886	156.82060522511134	8.896582936118981e-34	2.067865896898869e-31	1.983090532710347e-09	1.0	2.0929032143376513e-16
Pdia3	1.5268142223358154	156.69608118855916	9.464396958717822e-34	5.4290534002835256e-30	1.0	3.3559445941922325e-08	7.684699349014811e-14
Ighv1-77	1.710420846939087	156.67472223349208	9.565369594704984e-34	2.3662737819358734e-23	5.3311691273472555e-27	5.933081853069232e-35	1.0
Dennd2d	1.6809289455413818	154.86504542113948	2.350591178956335e-33	1.0	1.8767025567537669e-16	2.996820748627064e-32	6.632984024110362e-07
Ftsj1	1.5076080560684204	154.56293285857018	2.7312494215690506e-33	2.2058937364505557e-31	1.4194842074720126e-06	1.0	2.8297906672022676e-16
Ube2l6	-1.5739725828170776	153.6156286293307	4.3726819265069874e-33	3.558368477928222e-34	1.0	6.393953027009356e-27	5.403760249086468e-07
Krt18	1.6900590658187866	153.5141341552853	4.5988098046113166e-33	1.0	2.408400317767672e-12	3.7962610929554606e-34	9.933832827589083e-07
Nfe2l2	1.7055240869522095	152.89216181683457	6.26375470793304e-33	1.615270904504933e-24	2.308697602490184e-23	1.0	6.190546171490677e-11
Slc45a3	1.7287653684616089	152.49369164510094	7.634877081517414e-33	8.604100780617597e-32	5.829890045210679e-13	1.0	1.5042510898645352e-11
Xk	1.6849056482315063	151.88941655102474	1.0307839550690753e-32	8.432344985799582e-29	4.963597002297155e-12	1.0	1.8361070658270577e-16
Anxa6	-1.7186615467071533	150.9409463695309	1.651135560658014e-32	6.016073696634193e-31	4.188315898084035e-15	1.0	5.268846779925556e-10
Lrrfip1	-1.6221860647201538	150.64951249170701	1.9083260679344671e-32	9.668041115241416e-22	1.774125573054567e-20	1.0	1.0380436547498518e-16
Asah1	-1.6377118825912476	150.55135033407313	2.0036807696356302e-32	2.5821840720415187e-28	7.112852447273195e-20	1.0	3.2883591477564995e-08
Ppp1r9a	1.6188759803771973	150.12651799300997	2.474423798057552e-32	1.0	8.772354330848951e-18	3.4031430821599006e-30	6.44048057583493e-06
Spns3	1.648689866065979	150.1178762577187	2.485067995035596e-32	1.8494042766193838e-35	1.0	2.043135108289649e-20	4.218310304124762e-11
Chchd10	1.5290329456329346	149.90320232944413	2.764696350996562e-32	1.3010437594402218e-32	2.426323220000791e-06	1.0	2.810235548330351e-12
Alkbh8	1.6110320091247559	149.88536722531444	2.789297154841748e-32	8.818149934631718e-33	1.6008564380719734e-06	1.0	6.029963740779409e-12
Camk1	-1.5964624881744385	149.760113169536	2.968343758055138e-32	1.4639009637276596e-34	2.7210498228228793e-05	1.0	4.8535152513898125e-08
Cd79b	-1.573903203010559	149.6258945997067	3.172979288706256e-32	9.306740500227662e-22	1.9304516146047417e-23	1.0	1.0114761313257406e-12
Cd81	-1.6719775199890137	149.4981305820699	3.380864571311898e-32	5.053804838224511e-30	1.0	4.8429889440241994e-32	1.1747165644820754e-08
Gm30948	1.7255271673202515	149.08185179093354	4.157421204933074e-32	2.478772644804681e-29	6.945156529523076e-26	9.178427482351731e-34	1.0
Plpp1	1.7070653438568115	148.83461828948342	4.700612310006338e-32	7.49477706768261e-27	8.648020084393898e-13	1.0	3.7952743518205486e-17
Slc26a1	1.7165048122406006	148.78992776677302	4.8061188257140644e-32	2.4048562500932806e-29	2.8113221773018383e-10	1.0	1.8302788097095947e-15
Lhcgr	1.722947120666504	147.43992658637276	9.39702801897666e-32	1.0	8.470669088909647e-17	1.1919713115709543e-29	2.3044380772632155e-07
Serpina3f	1.7258402109146118	147.33750018736214	9.887425734811973e-32	1.0	3.434601602436935e-11	5.994738777571832e-32	2.108840648927412e-09
Tbcd	1.5715185403823853	147.26322116465533	1.0258991642893285e-31	9.68543272287408e-30	5.950554315841647e-07	1.0	1.5212449751694344e-15
Pfkm	1.6936570405960083	146.9918039356911	1.173942776834079e-31	1.8085281297670831e-23	1.0707061842393303e-18	1.0	3.206094466136645e-15
Mgst3	1.6827977895736694	146.5670386571965	1.4496512203907347e-31	2.526674559275391e-29	2.9240443960298916e-11	1.0	6.294054271961137e-14
Psmd5	1.6644436120986938	145.7960474582448	2.1259459200359435e-31	3.196097674718121e-26	5.403748081788381e-15	1.0	5.756410832066489e-15
Gpc1	1.7074710130691528	145.0233806988071	3.1203000459132335e-31	5.635485759954108e-21	1.0	1.4690602587084884e-32	2.7211749202753106e-19
Adamts10	-1.5521513223648071	144.9670848848363	3.2087631995043748e-31	3.7888596292306375e-30	4.1890048262712877e-07	1.0	6.195048419142068e-14
Snx10	-1.5433909893035889	144.91297542905713	3.2961534159774975e-31	6.657264279637469e-31	7.426074757115622e-05	1.0	8.069688288106216e-13
Plin3	-1.6994552612304688	144.88095642736448	3.348982818484738e-31	2.583687577083915e-32	5.507533108122195e-11	1.0	1.9702121919466726e-07
March5	1.5986236333847046	144.67114798216878	3.7167368700206955e-31	4.629559879993995e-30	4.7670880156337924e-11	1.0	5.1048409862720565e-12
Eps15	1.7013269662857056	144.5664163776541	3.915154183192842e-31	4.364094084365593e-29	2.3828562729584444e-12	1.0	1.4709047278426823e-12
Slc43a2	-1.5749304294586182	144.2482539879524	4.585271141589315e-31	4.182629467090245e-22	1.9586540738176159e-16	1.0	1.0693463543172036e-17
Skap2	-1.712050437927246	143.67215333551317	6.103887707452703e-31	3.4484678836665486e-30	2.339303505192534e-13	1.0	4.278860097777919e-09
RP23-92D22.3	1.7077714204788208	143.54177454630573	6.512136191982268e-31	6.319845523746618e-28	1.322417755831119e-23	5.2623600006778075e-33	1.0
Eml4	1.6342339515686035	143.42816874944185	6.8900611934285725e-31	1.5589330414849208e-12	1.0	2.6206178030676513e-31	1.2909838540368664e-12
Plin2	1.5830018520355225	143.42560289185457	6.8988454577109674e-31	4.5839946989149644e-24	2.2373241271136908e-12	1.0	1.707538192591329e-18
Inpp5b	1.5216872692108154	142.9881675142874	8.572551144602998e-31	2.0992120169988664e-31	2.0271880396353415e-05	1.0	4.187547552526751e-11
Nbeal2	-1.6597692966461182	142.95500669580866	8.714875559386145e-31	6.179905941525534e-29	2.539891503925601e-10	1.0	1.7972413897323384e-13
Abr	-1.571656346321106	142.9056342519465	8.93116882999743e-31	1.0653705254474483e-23	6.7236434592465065e-22	1.0	1.0856256937247464e-08
Il4ra	-1.696285605430603	142.756686148465	9.616756686595993e-31	6.480972169574687e-26	1.577398333872485e-14	1.0	1.577398333872485e-14
Cers6	1.6962544918060303	142.50608710222824	1.0891037134729164e-30	1.3881760067070533e-22	1.0	1.3907540936792222e-33	6.655336319915506e-11
Slco3a1	1.6266095638275146	142.0400318000765	1.3726832342735135e-30	6.678042287257633e-20	1.0	2.1331053561839382e-33	4.831886267401318e-09
Ppm1l	1.6929118633270264	142.00996563508104	1.3933293288895798e-30	1.927490640379912e-24	9.736510554933292e-20	1.0	2.473211320037194e-10
Mpnd	-1.5779622793197632	141.93222049243155	1.4481670119111802e-30	9.774490243143875e-21	9.03540444171805e-24	1.0	1.3995572357769131e-09
Stap1	-1.704357624053955	141.23476943475734	2.047450151137015e-30	1.4823287316811864e-29	1.1635018350057572e-13	1.0	1.627385910866829e-08
Spon2	1.721843957901001	139.74297455596536	4.294165752417567e-30	2.373784979125308e-25	9.433997620021676e-12	1.0	5.013786320436173e-16
Cdkn1c	1.7113662958145142	139.42916772003608	5.018105263091596e-30	1.0	3.045681834562945e-12	2.7004102276258102e-30	1.3777019097154023e-06
Sla	-1.5371978282928467	139.0089261306451	6.1822678199287864e-30	6.600130075290746e-18	4.398343107992365e-24	1.0	4.990920413069539e-11
Thumpd3	1.6637572050094604	138.9170981919738	6.470629416471814e-30	1.0289067765655898e-29	2.802530728007278e-10	1.0	2.9395558730689735e-10
Slc22a3	1.6977057456970215	138.83199570408652	6.7498653029803e-30	8.253130657037095e-28	1.0496400181177653e-15	1.0	6.294515144820537e-08
L2hgdh	1.6133307218551636	138.70770019227928	7.179493065910609e-30	8.068391312229172e-28	9.897837572864082e-07	1.0	8.54925266590574e-15
Nt5c2	1.692145824432373	138.67848164445158	7.284393643904974e-30	1.3862257881757776e-27	4.460071566818515e-13	1.0	1.8997708784379174e-11
Ppm1h	-1.6856964826583862	138.37500638634154	8.468826460442705e-30	1.4124824503593568e-30	2.498377162644527e-11	1.0	9.603162251755855e-07
Txnrd2	1.7161531448364258	138.12394027771862	9.592963315961043e-30	5.269045891759379e-27	1.2259034042102061e-11	1.0	3.0078486156570373e-13
Prkaa1	1.70539391040802	138.07320447566315	9.837647949141943e-30	1.926431685771132e-24	5.033016048548965e-14	1.0	9.947621968182015e-15
Fam134a	1.5904724597930908	137.9170201375081	1.0630752132581844e-29	7.299207631856269e-27	1.4533956176361272e-10	1.0	4.284045987879902e-14
Ankrd44	1.6312466859817505	137.46428347768077	1.3309773486234115e-29	2.379897761683923e-22	1.0	1.2501214256526825e-31	1.788513248878967e-07
Fstl1	1.641582727432251	137.30406685200333	1.441158127335502e-29	1.0	8.737289755197888e-15	1.3109539675936715e-28	7.014273782286878e-05
Cfp	1.6287970542907715	136.8613713832761	1.7953556475076522e-29	5.08163389242234e-22	1.0	4.029592784243406e-32	6.818479708588925e-10
F2r	1.5247939825057983	136.57839553693347	2.0661169983107114e-29	1.170497180064995e-14	1.9030049096265232e-25	1.0	5.571878918884006e-11
Mpeg1	1.5945206880569458	136.23309584914563	2.4524151069355545e-29	7.630760740551381e-27	1.0	2.0879832225272262e-29	8.217320351294121e-08
Vsir	1.5273622274398804	135.59306461458743	3.369513108793724e-29	1.3424631001846512e-19	1.0	1.5375176979909243e-31	2.2742368234564815e-07
Sdc1	1.677765965461731	135.15093769741262	4.1963802721173613e-29	1.44200518342005e-14	9.747068852679762e-16	3.1321008169824275e-29	1.0
Anxa2	1.5220715999603271	134.7881874279441	5.024234525706686e-29	1.8756777738506168e-13	1.0	1.0243068262033533e-29	7.389414347224039e-05
Gfm1	1.5530486106872559	133.88212879136793	7.877252347067418e-29	9.227290092518472e-29	9.777945535418435e-06	1.0	1.9777481104971296e-11
Sorl1	1.6903594732284546	133.83755956825786	8.053443176886107e-29	4.601299755972302e-21	1.0	1.7279369191911649e-31	5.275662538511032e-10
Abcc5	1.729784369468689	133.6614799821522	8.788911779930736e-29	9.942899983763532e-27	1.2444917418403113e-12	1.0	9.79537179289731e-11
Gpr160	1.6726524829864502	133.62940291472242	8.929953470992895e-29	1.4533561947584078e-26	1.0	3.03349580484673e-29	4.092183358772843e-09
Nckap1	1.6581801176071167	133.55404441392957	9.270270114454282e-29	2.852779373490171e-21	1.3033846426740368e-14	1.0	5.119727675388831e-16
Bag2	1.6123886108398438	133.45982602458247	9.71405711690768e-29	1.76176942154375e-24	6.741162657717685e-10	1.0	9.17424312440121e-16
Sult1a1	1.7237484455108643	133.33795652628922	1.0319741239532968e-28	1.0	9.249567943965867e-12	1.0153178313686975e-28	6.563117858395084e-07
Pkib	1.6332488059997559	133.23496538902555	1.0860947668380596e-28	1.245345882350544e-25	1.0	4.0873894949056575e-29	1.4357644371795509e-07
Mapkapk3	1.6962751150131226	132.9966818084645	1.2224394362138645e-28	8.931085334609826e-21	1.0	1.7613808131466418e-29	2.0404918481089574e-18
I830077J02Rik	1.711523175239563	132.98265605807555	1.2309784225085275e-28	2.0694297693969582e-29	1.0	1.4749099660486366e-26	8.314502177512863e-12
Slc28a2	1.5865623950958252	132.83349607883068	1.3255618773471034e-28	9.484096668298411e-17	1.0	4.074295346923472e-31	5.841662084954047e-10
Sh3tc2	1.7296791076660156	132.756550463678	1.377160523314406e-28	9.493900207482288e-28	2.0006663866253564e-08	1.0	1.0147467495496606e-11
Ak3	1.56645667552948	131.75429023714244	2.2646513462358893e-28	6.768804984788647e-26	2.176873303367576e-09	1.0	1.57828948323083e-13
Vim	1.5008586645126343	131.4600408520642	2.620707222858197e-28	3.1032938272347993e-11	1.0	1.407673248094658e-27	9.53653868739966e-15
Cenpl	1.5880897045135498	131.28715545561982	2.8554764619632675e-28	2.973020104045607e-25	2.1804958806015683e-06	1.0	2.122237310396898e-15
Xrcc5	1.5186916589736938	130.2981215247889	4.664736144902117e-28	2.784193455378379e-13	7.434324845067557e-25	1.0	3.7166208095170014e-10
March6	1.6391886472702026	129.87912177365985	5.742788610591289e-28	1.1161695107229552e-24	1.6824328696635287e-10	1.0	1.0479073548953626e-13
Hpse	1.6448087692260742	129.78800466161343	6.008396176662279e-28	3.643448906176438e-27	1.0	2.9790271524060924e-27	8.065876559757307e-09
Col4a2	1.7270361185073853	129.7354627006088	6.167104428858933e-28	1.0	1.8583833018205077e-12	4.024522164040664e-27	2.163776446954043e-07
Psmf1	1.5291154384613037	129.67441201873137	6.356786443527146e-28	2.5352028119340457e-27	7.811009311583775e-07	1.0	1.170203444224514e-11
Tmem50b	1.674057126045227	129.3409037436804	7.500794500946192e-28	8.277612660333866e-18	1.0	1.942328098396871e-30	5.927885803169879e-11
4833407H14Rik	1.5284229516983032	128.91452458695417	9.268045574623313e-28	0.00010007425759758907	1.7014920226589219e-10	1.5597840856497836e-19	1.0
Clca3a1	1.6849435567855835	127.7163443838596	1.679472472910407e-27	1.063881819013874e-18	5.81444322966043e-17	1.0	3.590168432437034e-14
Csgalnact1	1.703184723854065	127.08334642574255	2.299133997271564e-27	1.0	3.2425973769772027e-13	1.5957955486776523e-24	5.516163044285787e-10
Crlf3	-1.5844905376434326	126.28805790075634	3.411275862294209e-27	1.4031208993244406e-24	7.173995216658779e-05	1.0	1.5027400584103088e-14
Dars	1.604560136795044	125.28488532932379	5.6111011242218646e-27	5.91466659057462e-26	3.1783090124145018e-12	1.0	6.87795376311983e-08
Idh1	1.7029837369918823	124.6930132383564	7.525914488212491e-27	3.4986183377738047e-16	1.0	1.078828475092227e-28	1.6918154303706588e-13
H2-DMb1	-1.5541393756866455	124.07728099227664	1.0214233758181824e-26	1.840412531571095e-20	9.74249317085138e-20	1.0	4.0865786601524685e-06
Pde12	1.6679916381835938	123.62419891163943	1.2788201052685597e-26	3.990639278766232e-27	1.3250353884843987e-09	1.0	3.961991819114559e-07
Ctnna1	1.658441185951233	123.09184343286192	1.6652778590240813e-26	6.325492068886176e-22	3.119296307355024e-11	1.0	6.494477453776229e-14
Fndc3b	1.731792688369751	121.97789334476246	2.893578582070005e-26	7.375837841938201e-24	1.0	5.19416271862617e-26	8.986524980573315e-16
Ighv1-76	1.7255200147628784	121.85660236811269	3.0729869075832916e-26	6.7909066669562815e-22	1.4755319089342973e-21	1.4651682656955268e-27	1.0
Fgl2	1.5619823932647705	121.52916617106584	3.6148283288913913e-26	1.8840028864380403e-15	1.0	2.2852403497452116e-28	8.627138598135302e-08
Ifi209	1.6806646585464478	121.40154856131932	3.851013225191846e-26	1.3709349216664236e-24	1.0	3.249097457244945e-26	1.8063305996902373e-08
Hspa4l	1.6921775341033936	121.27619070780749	4.0980324397389304e-26	4.1025662126729164e-27	9.321382961707006e-09	1.0	2.4338918820794014e-06
2610307P16Rik	1.6270467042922974	121.02136099891077	4.650092188455098e-26	1.003174418310279e-09	1.1694240860892153e-13	1.3759991481424687e-23	1.0
Arhgap27	-1.5609872341156006	120.80575520845973	5.174862474143643e-26	6.202934349332642e-18	2.0935987685989792e-13	1.0	1.3427719250302256e-15
Ighv1-82	1.7291243076324463	120.47375887048113	6.101027582881809e-26	1.0606853147239015e-24	3.974355280617517e-19	2.520775561429875e-27	1.0
Camsap2	1.6573238372802734	120.00187548517628	7.70961665094198e-26	6.60963360025007e-27	2.431868964579796e-08	1.0	2.118952298300231e-06
Ly6e	1.5226401090621948	119.66827544029026	9.096586585528524e-26	5.1200756794924146e-20	1.0	3.734183010569174e-27	3.193066660364413e-06
Slc39a8	1.6481183767318726	119.65469881909253	9.158036036380795e-26	2.088798426388733e-26	2.894382408141584e-05	1.0	7.318046175836392e-09
Atrn	1.6290199756622314	119.5199138885921	9.79106141476932e-26	3.351717907350311e-24	1.0	3.43181455918229e-10	1.8398657111219594e-15
Tlr7	1.7206672430038452	119.45173156294229	1.0127762103687258e-25	1.8926248432464727e-21	1.313246049003064e-19	1.4303971527448617e-27	1.0
Col4a1	1.7039973735809326	119.38908645295079	1.0447314180622528e-25	1.0	1.6018204810393907e-10	9.381481232424497e-26	5.250164385522827e-06
Oas2	1.6144921779632568	119.12119601862192	1.19315403462267e-25	3.678849881765225e-09	1.7758838037723207e-17	1.9730694954114523e-21	1.0
Pdia4	1.671049952507019	118.0756571588072	2.003777754144915e-25	8.332062168295023e-28	1.0	1.707429567632107e-17	5.405965030539116e-10
Ccr2	1.7217676639556885	117.32112452235742	2.912897663409195e-25	2.2864457155670508e-20	1.0	4.825333514275734e-27	4.043267007715726e-12
Sh2d3c	-1.6008507013320923	117.14054432120868	3.1857287551577194e-25	9.855983275232716e-20	1.0196018388705123e-10	1.0	1.6294855942960086e-14
Lmo4	1.7130337953567505	116.82299332828191	3.7289322427510666e-25	7.752079672149156e-21	1.0	6.783789524714754e-27	3.331153685090051e-11
Pbx1	1.5357123613357544	116.59551937251767	4.174107912024787e-25	1.0	3.33530088140396e-18	1.3129975793735266e-19	7.139280090265e-05
Cd68	1.6668192148208618	116.34635289425833	4.7229431825505725e-25	5.0475724946068975e-20	1.0	6.125841872093839e-27	1.8966938213436908e-08
Flnb	1.7039101123809814	115.91508104906124	5.848834584900915e-25	6.677424813018429e-19	1.0	4.754522299058515e-25	4.978953212076924e-17
Piga	1.5441359281539917	115.62070212197638	6.767839350168261e-25	5.064662194084716e-24	0.0001702719316724683	1.0	4.0504641235994454e-11
Cnp	1.639999270439148	115.46868577909017	7.297583991068285e-25	2.6847515699601903e-25	6.567863249908332e-10	1.0	1.804757463335506e-05
Pla2g15	1.722878336906433	115.22113488065305	8.250417723575637e-25	1.516664089879989e-23	1.0	5.043720282033755e-25	1.7479958193285554e-10
March8	1.5953830480575562	115.03134399459591	9.064348409549328e-25	1.4247541045859166e-20	5.981850532280177e-06	1.0	2.943265994399985e-15
Ifi27l2a	1.6768884658813477	115.02925038440658	9.07376080941495e-25	1.2524989568113108e-15	1.8798981574315456e-08	2.212321526713253e-25	1.0
Emilin1	1.7179633378982544	114.86622396418838	9.837512909098413e-25	1.619249406347326e-19	1.0	1.9959307611124925e-26	1.52890404522273e-12
Pgr	1.6659271717071533	114.80356864870771	1.0147855569588534e-24	3.820169696850232e-11	5.125719863286477e-18	1.734373938268512e-22	1.0
Gem	1.5438501834869385	114.49797046509488	1.1807694880115409e-24	0.00010172883921736627	1.4396478727967279e-15	2.498601948870905e-15	1.0
Spns2	1.7177098989486694	114.03883901641423	1.4825407292077575e-24	1.0	1.6084526900755806e-14	5.5717216745329286e-21	2.4253647417297913e-07
St8sia6	1.728499174118042	113.92873884286205	1.565699527702063e-24	1.702183145325779e-21	1.1323256158719042e-10	1.0	3.958459282675751e-11
Ifi213	1.6516262292861938	112.89294994130965	2.6162423518121768e-24	5.484483790082361e-10	2.7584864545599255e-15	4.400214155285429e-22	1.0
Mefv	1.7315336465835571	112.66119292311289	2.9347076330051863e-24	5.4746087467751216e-24	1.0	1.4266148659331334e-22	8.178566341946044e-14
Cyp20a1	1.5478028059005737	111.92801426424111	4.220650515025106e-24	4.123380929667219e-23	0.000495488610908446	1.0	5.9627870254885e-11
Cyb5r3	1.6813137531280518	111.84216963352972	4.4040943127147864e-24	3.7352434690141995e-18	2.1572808239672142e-13	1.0	5.451971355124541e-12
BE692007	1.724705457687378	111.73523488174311	4.6437956318751755e-24	8.411922687179699e-22	1.0	1.1237205414227453e-22	2.3019330515553655e-16
Tor3a	1.5014961957931519	111.6826151266998	4.766491593966137e-24	2.2657221680964982e-07	1.0	5.538148429406903e-23	8.424257249604385e-05
Ddx4	1.679386019706726	111.3510297369086	5.617813212316159e-24	1.1520159979767726e-15	5.4011473546877056e-24	1.0604844858659423e-20	1.0
Gcdh	1.715277075767517	110.46485412655848	8.715519932244151e-24	2.40900771975683e-23	1.1625108962783692e-08	1.0	3.0356383726837705e-08
Rgcc	1.5599651336669922	109.94503896781981	1.1276221182635158e-23	1.3089185058263738e-20	1.0	2.999457284465312e-09	4.134847903544623e-17
Upp1	1.7291104793548584	109.72704616156777	1.2562520659851388e-23	1.0	7.080653244243302e-13	1.1355389473906313e-19	2.5221650937406836e-09
F10	1.6983869075775146	109.59639879459596	1.3402703069387657e-23	1.364988919679211e-22	1.0	5.256159912005196e-14	1.923819246284625e-17
Apeh	1.6184545755386353	108.74607912580413	2.0425645664856892e-23	3.116053782271259e-22	7.154074548291261e-08	1.0	8.108833384392043e-10
Rnf139	1.615924596786499	108.66059644566303	2.1309360609082676e-23	2.3941357179376338e-18	2.075669580736554e-08	1.0	2.0118555275851294e-14
Sort1	1.718247652053833	108.27699026832506	2.5770050545943257e-23	3.310373133755037e-20	1.0	1.2845337117893925e-24	4.3518756703559875e-09
Lyrm9	1.523093581199646	107.76413675219148	3.322520079302738e-23	1.950106116315305e-22	0.0003705990283415727	1.0	2.773498578366908e-10
Txndc11	1.5488605499267578	107.59035461753768	3.6212607927436106e-23	2.617965847454836e-22	1.0	1.5905396648338728e-07	6.340747301766785e-08
Zfp808	1.6829291582107544	107.33849123364188	4.102527798433842e-23	1.248163563356426e-21	3.2406442162154975e-05	1.0	3.211935591433056e-11
Lpcat3	1.5632153749465942	107.26882436164517	4.246597265943278e-23	1.4660755148357644e-21	3.190764280505684e-07	1.0	1.484168424277521e-10
Svip	1.5023999214172363	107.21604528025047	4.359101471492891e-23	2.4194838616809068e-20	1.0	5.412767952775151e-06	3.598451529545012e-10
Pfkp	1.6697485446929932	107.0319761531513	4.7753008762830506e-23	7.494192691031658e-17	1.0	7.26712023058603e-23	2.6971470712213966e-16
Xrcc6	-1.6272839307785034	106.99647455990119	4.860031515287187e-23	1.0	0.0013961846155224008	1.6893288053698627e-24	9.938366745639383e-06
Ighv1-74	1.7259360551834106	106.74226224469611	5.512307816309293e-23	7.32934072283392e-19	9.405267798974471e-19	3.578412766868722e-24	1.0
Ltb4r1	1.7054775953292847	106.65228969633863	5.763562166694583e-23	6.5799452684479625e-24	1.0	1.363919314173538e-12	1.4945221192943062e-12
Paqr7	-1.5524557828903198	106.33784725658879	6.735065835317586e-23	3.5619686956012555e-23	7.918853066309928e-10	1.0	0.006165979338417857
Jam3	1.7282838821411133	106.07062202642429	7.688342150586891e-23	1.0	1.0601379681873797e-12	6.500296828299836e-18	3.0801089898950684e-10
Tspan2	1.5035964250564575	105.89869448245429	8.371832021492832e-23	6.487318469485494e-14	1.0	3.2594371131017356e-23	0.001775386796256359
Gm20342	1.640700101852417	105.73627121084509	9.073254471964971e-23	9.852234429826943e-20	1.0	5.726160438982658e-23	2.2607901804314948e-05
Wfdc2	1.625387191772461	104.96987649700081	1.326273536192387e-22	1.0	1.180857588918473e-11	1.3225855941592464e-21	0.0014621080522154374
Sdhaf2	1.52545166015625	104.82766779823422	1.4230639199195034e-22	6.280683225024857e-22	3.4703070473540414e-06	1.0	1.9892801503442114e-09
Snhg14	1.6069573163986206	104.75269650760123	1.4769022222577656e-22	1.5833481383497838e-21	0.0007475980588681142	1.0	2.0628434639192252e-10
Bace1	1.726070761680603	104.69052999689903	1.5230863219241816e-22	3.405487392456819e-22	1.0	3.405487392456819e-22	3.002787549073318e-10
Trim10	1.728056788444519	104.30424799494651	1.844237409341537e-22	4.599045808648854e-21	6.106105518814862e-08	1.0	1.3698639913864447e-09
D930028M14Rik	1.725987434387207	104.00673719649183	2.137035787280687e-22	3.6939501896486427e-20	1.5647056122379413e-11	1.0	1.2978139508202833e-07
Tmc6	1.6488131284713745	103.84288081138143	2.317697705759086e-22	4.850136974601437e-19	9.200094961299938e-08	1.0	3.054532516094738e-12
Klhl4	1.676857829093933	103.8006073858178	2.3667347532717655e-22	1.0	9.580097886287043e-13	1.825939782863547e-20	0.0005748892280702355
Btnl10	1.714767575263977	103.79985673532465	2.367614814731942e-22	1.4102249040100736e-19	1.0976768595412868e-06	1.0	4.15623677713043e-12
Dym	1.5827280282974243	103.25739781960498	3.097334323801371e-22	5.183861198488856e-22	1.8850019591105216e-10	1.0	0.005416109062884242
Usf3	1.5207879543304443	103.17837276644876	3.220957823471604e-22	1.3765112163797596e-21	0.0015606764000993631	1.0	1.35370882919619e-09
Mboat2	1.654109239578247	102.70023165473836	4.081525215219158e-22	1.631847885776906e-14	3.513467545264786e-12	1.0	2.5259155467242423e-13
